ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
dml-Kinship-sonsson-1,,dml,Kinship-sonsson,nawãːsa,nawãːsa,n a w ãː s a,,hindukush,,,^ n a w ãː s a $,default,
dml-Kinship-sonsdaughter-1,,dml,Kinship-sonsdaughter,nawãːsi,nawãːsi,n a w ãː s i,,hindukush,,,^ n a w ãː s i $,default,
dml-Kinship-daughtersson-1,,dml,Kinship-daughtersson,nawãːsa,nawãːsa,n a w ãː s a,,hindukush,,,^ n a w ãː s a $,default,
dml-Kinship-daughtersdaughter-1,,dml,Kinship-daughtersdaughter,nawãːsi,nawãːsi,n a w ãː s i,,hindukush,,,^ n a w ãː s i $,default,
dml-Kinship-fathersbrother-1,,dml,Kinship-fathersbrother,"pitri, kaːkaː",pitri,p i t r i,,hindukush,,,^ p i t r i $,default,
dml-Kinship-fathersbrother-2,,dml,Kinship-fathersbrother,"pitri, kaːkaː",kaːkaː,k aː k aː,,hindukush,,,^ k aː k aː $,default,
dml-Kinship-fathersolderbrother-1,,dml,Kinship-fathersolderbrother,ʑeʂʈa dadi,ʑeʂʈa_dadi,ʑ e ʂ ʈ a + d a d i,,hindukush,,,^ ʑ e ʂ ʈ a _ d a d i $,default,
dml-Kinship-fathersyoungerbrother-1,,dml,Kinship-fathersyoungerbrother,"sureː pitri, kaːkaː, sureː dadi",sureː_pitri,s u r eː + p i t r i,,hindukush,,,^ s u r eː _ p i t r i $,default,
dml-Kinship-fathersyoungerbrother-2,,dml,Kinship-fathersyoungerbrother,"sureː pitri, kaːkaː, sureː dadi",kaːkaː,k aː k aː,,hindukush,,,^ k aː k aː $,default,
dml-Kinship-fathersyoungerbrother-3,,dml,Kinship-fathersyoungerbrother,"sureː pitri, kaːkaː, sureː dadi",sureː_dadi,s u r eː + d a d i,,hindukush,,,^ s u r eː _ d a d i $,default,
dml-Kinship-fatherssister-1,,dml,Kinship-fatherssister,pʰaːpi,pʰaːpi,pʰ aː p i,,hindukush,,,^ pʰ aː p i $,default,
dml-Kinship-fathersoldersister-1,,dml,Kinship-fathersoldersister,ʑeʂʈeːri pʰaːpi,ʑeʂʈeːri_pʰaːpi,ʑ e ʂ ʈ eː r i + pʰ aː p i,,hindukush,,,^ ʑ e ʂ ʈ eː r i _ pʰ aː p i $,default,
dml-Kinship-fathersyoungersister-1,,dml,Kinship-fathersyoungersister,surej pʰaːpi,surej_pʰaːpi,s u r e j + pʰ aː p i,,hindukush,,,^ s u r e j _ pʰ aː p i $,default,
dml-Kinship-mothersbrother-1,,dml,Kinship-mothersbrother,mam,mam,m a m,,hindukush,,,^ m a m $,default,
dml-Kinship-mothersolderbrother-1,,dml,Kinship-mothersolderbrother,mamaːni,mamaːni,m a m aː n i,,hindukush,,,^ m a m aː n i $,default,
dml-Kinship-mothersyoungerbrother-1,,dml,Kinship-mothersyoungerbrother,"utɕʰuʈa mam, sureː mam",utɕʰuʈa_mam,u tɕʰ u ʈ a + m a m,,hindukush,,,^ u tɕʰ u ʈ a _ m a m $,default,
dml-Kinship-mothersyoungerbrother-2,,dml,Kinship-mothersyoungerbrother,"utɕʰuʈa mam, sureː mam",sureː_mam,s u r eː + m a m,,hindukush,,,^ s u r eː _ m a m $,default,
dml-Kinship-motherssister-1,,dml,Kinship-motherssister,nan,nan,n a n,,hindukush,,,^ n a n $,default,
dml-Kinship-mothersoldersister-1,,dml,Kinship-mothersoldersister,"ʑeʂʈeːri nan, ʑeʂʈiː",ʑeʂʈeːri_nan,ʑ e ʂ ʈ eː r i + n a n,,hindukush,,,^ ʑ e ʂ ʈ eː r i _ n a n $,default,
dml-Kinship-mothersoldersister-2,,dml,Kinship-mothersoldersister,"ʑeʂʈeːri nan, ʑeʂʈiː",ʑeʂʈiː,ʑ e ʂ ʈ iː,,hindukush,,,^ ʑ e ʂ ʈ iː $,default,
dml-Kinship-mothersyoungersister-1,,dml,Kinship-mothersyoungersister,suruj nan,suruj_nan,s u r u j + n a n,,hindukush,,,^ s u r u j _ n a n $,default,
dml-Kinship-brothersson-1,,dml,Kinship-brothersson,braːsãː put,braːsãː_put,b r aː s ãː + p u t,,hindukush,,,^ b r aː s ãː _ p u t $,default,
dml-Kinship-brothersdaughter-1,,dml,Kinship-brothersdaughter,braːsãːi ʑu,braːsãːi_ʑu,b r aː s ãː + ʑ u,,hindukush,,,^ b r aː s ãːi _ ʑ u $,default,
dml-Kinship-sistersson-1,,dml,Kinship-sistersson,iʂpaʂi,iʂpaʂi,i ʂ p a ʂ i,,hindukush,,,^ i ʂ p a ʂ i $,default,
dml-Kinship-sistersdaughter-1,,dml,Kinship-sistersdaughter,iʂpaʂi,iʂpaʂi,i ʂ p a ʂ i,,hindukush,,,^ i ʂ p a ʂ i $,default,
dml-Kinship-husband-1,,dml,Kinship-husband,"bareːo, matɕ",bareːo,b a r eː o,,hindukush,,,^ b a r eːo $,default,
dml-Kinship-husband-2,,dml,Kinship-husband,"bareːo, matɕ",matɕ,m a tɕ,,hindukush,,,^ m a tɕ $,default,
dml-Kinship-wife-1,,dml,Kinship-wife,"ʑaːmi, iɕtriː",ʑaːmi,ʑ aː m i,,hindukush,,,^ ʑ aː m i $,default,
dml-Kinship-wife-2,,dml,Kinship-wife,"ʑaːmi, iɕtriː",iɕtriː,i ɕ t r iː,,hindukush,,,^ i ɕ t r iː $,default,
dml-Kinship-fathersolderbrotherswife-1,,dml,Kinship-fathersolderbrotherswife,braːʑej ʑiʂʈiː,braːʑej_ʑiʂʈiː,b r aː ʑ e j + ʑ i ʂ ʈ iː,,hindukush,,,^ b r aː ʑ e j _ ʑ i ʂ ʈ iː $,default,
dml-Kinship-fathersyoungerbrotherswife-1,,dml,Kinship-fathersyoungerbrotherswife,"utɕʰuʈi jiː, suruj jiː",utɕʰuʈi_jiː,u tɕʰ u ʈ i + j iː,,hindukush,,,^ u tɕʰ u ʈ i _ j iː $,default,
dml-Kinship-fathersyoungerbrotherswife-2,,dml,Kinship-fathersyoungerbrotherswife,"utɕʰuʈi jiː, suruj jiː",suruj_jiː,s u r u j + j iː,,hindukush,,,^ s u r u j _ j iː $,default,
dml-Kinship-fatherssistershusband-1,,dml,Kinship-fatherssistershusband,pʰaːpa,pʰaːpa,pʰ aː p a,,hindukush,,,^ pʰ aː p a $,default,
dml-Kinship-mothersbrotherswife-1,,dml,Kinship-mothersbrotherswife,mamaːni,mamaːni,m a m aː n i,,hindukush,,,^ m a m aː n i $,default,
dml-Kinship-motherssistershusband-1,,dml,Kinship-motherssistershusband,nansãː bareːo,nansãː_bareːo,n a n s ãː + b a r eː o,,hindukush,,,^ n a ns ãː _ b a r eːo $,default,
dml-Kinship-sonswife-1,,dml,Kinship-sonswife,bawiː,bawiː,b a w iː,,hindukush,,,^ b a w iː $,default,
dml-Kinship-daughtershusband-1,,dml,Kinship-daughtershusband,zaːmaː,zaːmaː,z aː m aː,,hindukush,,,^ z aː m aː $,default,
dml-Kinship-brotherswifemaleego-1,,dml,Kinship-brotherswifemaleego,braːʑej,braːʑej,b r aː ʑ e j,,hindukush,,,^ b r aː ʑ e j $,default,
dml-Kinship-brotherswifefemaleego-1,,dml,Kinship-brotherswifefemaleego,ʑaːmili,ʑaːmili,ʑ aː m i l i,,hindukush,,,^ ʑ aː m i l i $,default,
dml-Kinship-sistershusbandmaleego-1,,dml,Kinship-sistershusbandmaleego,ʐami,ʐami,ʐ a m i,,hindukush,,,^ ʐ a m i $,default,
dml-Kinship-sistershusbandfemaleego-1,,dml,Kinship-sistershusbandfemaleego,saːraːna,saːraːna,s aː r aː n a,,hindukush,,,^ s aː r aː n a $,default,
dml-Kinship-wifesfather-1,,dml,Kinship-wifesfather,paɕuːr,paɕuːr,p a ɕ uː r,,hindukush,,,^ p a ɕ uː r $,default,
dml-Kinship-wifesmother-1,,dml,Kinship-wifesmother,ʑaʂʈaːli,ʑaʂʈaːli,ʑ a ʂ ʈ aː l i,,hindukush,,,^ ʑ a ʂ ʈ aː l i $,default,
dml-Kinship-husbandsfather-1,,dml,Kinship-husbandsfather,paɕuːr,paɕuːr,p a ɕ uː r,,hindukush,,,^ p a ɕ uː r $,default,
dml-Kinship-husbandsmother-1,,dml,Kinship-husbandsmother,preːɕ,preːɕ,p r eː ɕ,,hindukush,,,^ p r eː ɕ $,default,
dml-Kinship-husbandsbrother-1,,dml,Kinship-husbandsbrother,deːr,deːr,d eː r,,hindukush,,,^ d eː r $,default,
dml-Kinship-husbandssister-1,,dml,Kinship-husbandssister,deːr iɕtriː,deːr_iɕtriː,d eː r + i ɕ t r iː,,hindukush,,,^ d eː r _ i ɕ t r iː $,default,
dml-Kinship-wifesbrother-1,,dml,Kinship-wifesbrother,ʐami,ʐami,ʐ a m i,,hindukush,,,^ ʐ a m i $,default,
dml-Kinship-wifessister-1,,dml,Kinship-wifessister,saːraːni,saːraːni,s aː r aː n i,,hindukush,,,^ s aː r aː n i $,default,
dml-Kinship-cowife-1,,dml,Kinship-cowife,abeːni,abeːni,a b eː n i,,hindukush,,,^ a b eː n i $,default,
dml-Kinship-forefather-1,,dml,Kinship-forefather,jaj bap,jaj_bap,j a j + b a p,,hindukush,,,^ j a j _ b a p $,default,
dml-Kinship-foremother-1,,dml,Kinship-foremother,parbap,parbap,p a r b a p,,hindukush,,,^ p a r b a p $,default,
dml-Kinship-fathersbrothersson-1,,dml,Kinship-fathersbrothersson,pitri kuɻa,pitri_kuɻa,p i t r i + k u ɻ a,,hindukush,,,^ p i t r i _ k u ɻ a $,default,
dml-Kinship-fathersbrothersdaughter-1,,dml,Kinship-fathersbrothersdaughter,pitri ʑuj,pitri_ʑuj,p i t r i + ʑ u j,,hindukush,,,^ p i t r i _ ʑ u j $,default,
dml-Kinship-fatherssistersson-1,,dml,Kinship-fatherssistersson,"pʰaːpi kuɻa, pʰaːpi put",pʰaːpi_kuɻa,pʰ aː p i + k u ɻ a,,hindukush,,,^ pʰ aː p i _ k u ɻ a $,default,
dml-Kinship-fatherssistersson-2,,dml,Kinship-fatherssistersson,"pʰaːpi kuɻa, pʰaːpi put",pʰaːpi_put,pʰ aː p i + p u t,,hindukush,,,^ pʰ aː p i _ p u t $,default,
dml-Kinship-fatherssistersdaughter-1,,dml,Kinship-fatherssistersdaughter,pʰaːpi ʑuj,pʰaːpi_ʑuj,pʰ aː p i + ʑ u j,,hindukush,,,^ pʰ aː p i _ ʑ u j $,default,
dml-Kinship-mothersbrothersson-1,,dml,Kinship-mothersbrothersson,mamsãː put,mamsãː_put,m a m s ãː + p u t,,hindukush,,,^ m a ms ãː _ p u t $,default,
dml-Kinship-mothersbrothersdaughter-1,,dml,Kinship-mothersbrothersdaughter,mamʑuj,mamʑuj,m a m ʑ u j,,hindukush,,,^ m a m ʑ u j $,default,
dml-Kinship-motherssistersson-1,,dml,Kinship-motherssistersson,"nansãː put, nanuːɻa",nansãː_put,n a n s ãː + p u t,,hindukush,,,^ n a ns ãː _ p u t $,default,
dml-Kinship-motherssistersson-2,,dml,Kinship-motherssistersson,"nansãː put, nanuːɻa",nanuːɻa,n a n uː ɻ a,,hindukush,,,^ n a n uː ɻ a $,default,
dml-Kinship-motherssistersdaughter-1,,dml,Kinship-motherssistersdaughter,"nanʑuj, nansãːi ʑu",nanʑuj,n a n ʑ u j,,hindukush,,,^ n a n ʑ u j $,default,
dml-Kinship-motherssistersdaughter-2,,dml,Kinship-motherssistersdaughter,"nanʑuj, nansãːi ʑu",nansãːi_ʑu,n a n s ãː + ʑ u,,hindukush,,,^ n a ns ãːi _ ʑ u $,default,
dml-Kinship-relative-1,,dml,Kinship-relative,taːnuwaːr,taːnuwaːr,t aː n u w aː r,,hindukush,,,^ t aː n u w aː r $,default,
dml-Kinship-wifesrelatives-1,,dml,Kinship-wifesrelatives,paɕuːrdaːri,paɕuːrdaːri,p a ɕ uː r d aː r i,,hindukush,,,^ p a ɕ uː r d aː r i $,default,
dml-Kinship-headofhousehold-1,,dml,Kinship-headofhousehold,ʑeʂʈa,ʑeʂʈa,ʑ e ʂ ʈ a,,hindukush,,,^ ʑ e ʂ ʈ a $,default,
prs_d-Kinship-father-1,,prs_d,Kinship-father,bɑːba,bɑːba,b ɑː b a,,hindukush,,,^ b ɑː b a $,default,
prs_d-Kinship-mother-1,,prs_d,Kinship-mother,uːma,uːma,uː m a,,hindukush,,,^ uː m a $,default,
prs_d-Kinship-parent-1,,prs_d,Kinship-parent,χuːnawɑːda,χuːnawɑːda,χ uː n a w ɑː d a,,hindukush,,,^ χ uː n a w ɑː d a $,default,
prs_d-Kinship-son-1,,prs_d,Kinship-son,batʃa,batʃa,b a tʃ a,,hindukush,,,^ b a tʃ a $,default,
prs_d-Kinship-daughter-1,,prs_d,Kinship-daughter,daχtaːr,daχtaːr,d a χ t aː r,,hindukush,,,^ d a χ t aː r $,default,
prs_d-Kinship-brother-1,,prs_d,Kinship-brother,bijɑːr,bijɑːr,b i j ɑː r,,hindukush,,,^ b i j ɑː r $,default,
prs_d-Kinship-sister-1,,prs_d,Kinship-sister,χɑːr,χɑːr,χ ɑː r,,hindukush,,,^ χ ɑː r $,default,
prs_d-Kinship-olderbrother-1,,prs_d,Kinship-olderbrother,aka,aka,a k a,,hindukush,,,^ a k a $,default,
prs_d-Kinship-youngerbrother-1,,prs_d,Kinship-youngerbrother,bijɑːrak,bijɑːrak,b i j ɑː r a k,,hindukush,,,^ b i j ɑː r a k $,default,
prs_d-Kinship-oldersister-1,,prs_d,Kinship-oldersister,apa,apa,a p a,,hindukush,,,^ a p a $,default,
prs_d-Kinship-youngersister-1,,prs_d,Kinship-youngersister,χɑːrak,χɑːrak,χ ɑː r a k,,hindukush,,,^ χ ɑː r a k $,default,
prs_d-Kinship-fathersfather-1,,prs_d,Kinship-fathersfather,bɑːbiː,bɑːbiː,b ɑː b iː,,hindukush,,,^ b ɑː b iː $,default,
prs_d-Kinship-fathersmother-1,,prs_d,Kinship-fathersmother,bəbiː,bəbiː,b ə b iː,,hindukush,,,^ b ə b iː $,default,
prs_d-Kinship-mothersfather-1,,prs_d,Kinship-mothersfather,bɑːbiː,bɑːbiː,b ɑː b iː,,hindukush,,,^ b ɑː b iː $,default,
prs_d-Kinship-mothersmother-1,,prs_d,Kinship-mothersmother,bəbiː,bəbiː,b ə b iː,,hindukush,,,^ b ə b iː $,default,
prs_d-Kinship-sonsson-1,,prs_d,Kinship-sonsson,nuwasa,nuwasa,n u w a s a,,hindukush,,,^ n u w a s a $,default,
prs_d-Kinship-sonsdaughter-1,,prs_d,Kinship-sonsdaughter,χɑːrzɑː,χɑːrzɑː,χ ɑː r z ɑː,,hindukush,,,^ χ ɑː r z ɑː $,default,
prs_d-Kinship-daughtersson-1,,prs_d,Kinship-daughtersson,χɑːrzɑː,χɑːrzɑː,χ ɑː r z ɑː,,hindukush,,,^ χ ɑː r z ɑː $,default,
prs_d-Kinship-daughtersdaughter-1,,prs_d,Kinship-daughtersdaughter,daχtari χɑːr,daχtari_χɑːr,d a χ t a r i + χ ɑː r,,hindukush,,,^ d a χ t a r i _ χ ɑː r $,default,
prs_d-Kinship-fathersbrother-1,,prs_d,Kinship-fathersbrother,"aka, amak",aka,a k a,,hindukush,,,^ a k a $,default,
prs_d-Kinship-fathersbrother-2,,prs_d,Kinship-fathersbrother,"aka, amak",amak,a m a k,,hindukush,,,^ a m a k $,default,
prs_d-Kinship-fathersolderbrother-1,,prs_d,Kinship-fathersolderbrother,akai kata,akai_kata,a k ai + k a t a,,hindukush,,,^ a k ai _ k a t a $,default,
prs_d-Kinship-fathersyoungerbrother-1,,prs_d,Kinship-fathersyoungerbrother,aka,aka,a k a,,hindukush,,,^ a k a $,default,
prs_d-Kinship-fatherssister-1,,prs_d,Kinship-fatherssister,hama,hama,h a m a,,hindukush,,,^ h a m a $,default,
prs_d-Kinship-fathersoldersister-1,,prs_d,Kinship-fathersoldersister,hamai kata,hamai_kata,h a m ai + k a t a,,hindukush,,,^ h a m ai _ k a t a $,default,
prs_d-Kinship-fathersyoungersister-1,,prs_d,Kinship-fathersyoungersister,hama,hama,h a m a,,hindukush,,,^ h a m a $,default,
prs_d-Kinship-mothersbrother-1,,prs_d,Kinship-mothersbrother,taʁɑːi,taʁɑːi,t a ʁ ɑː i,,hindukush,,,^ t a ʁ ɑːi $,default,
prs_d-Kinship-mothersolderbrother-1,,prs_d,Kinship-mothersolderbrother,taʁɑːi kata,taʁɑːi_kata,t a ʁ ɑː i + k a t a,,hindukush,,,^ t a ʁ ɑːi _ k a t a $,default,
prs_d-Kinship-mothersyoungerbrother-1,,prs_d,Kinship-mothersyoungerbrother,"taʁa, taʁɑːji",taʁa,t a ʁ a,,hindukush,,,^ t a ʁ a $,default,
prs_d-Kinship-mothersyoungerbrother-2,,prs_d,Kinship-mothersyoungerbrother,"taʁa, taʁɑːji",taʁɑːji,t a ʁ ɑː j i,,hindukush,,,^ t a ʁ ɑː j i $,default,
prs_d-Kinship-motherssister-1,,prs_d,Kinship-motherssister,χɑːla,χɑːla,χ ɑː l a,,hindukush,,,^ χ ɑː l a $,default,
prs_d-Kinship-mothersoldersister-1,,prs_d,Kinship-mothersoldersister,χɑːlai kata,χɑːlai_kata,χ ɑː l ai + k a t a,,hindukush,,,^ χ ɑː l ai _ k a t a $,default,
prs_d-Kinship-mothersyoungersister-1,,prs_d,Kinship-mothersyoungersister,χɑːlai majdaːk,χɑːlai_majdaːk,χ ɑː l ai + m a j d aː k,,hindukush,,,^ χ ɑː l ai _ m a j d aː k $,default,
prs_d-Kinship-brothersson-1,,prs_d,Kinship-brothersson,batʃaj aka,batʃaj_aka,b a tʃ a j + a k a,,hindukush,,,^ b a tʃ a j _ a k a $,default,
prs_d-Kinship-brothersdaughter-1,,prs_d,Kinship-brothersdaughter,daχtari aka,daχtari_aka,d a χ t a r i + a k a,,hindukush,,,^ d a χ t a r i _ a k a $,default,
prs_d-Kinship-sistersson-1,,prs_d,Kinship-sistersson,χɑːrzɑː,χɑːrzɑː,χ ɑː r z ɑː,,hindukush,,,^ χ ɑː r z ɑː $,default,
prs_d-Kinship-sistersdaughter-1,,prs_d,Kinship-sistersdaughter,χɑːrzɑː,χɑːrzɑː,χ ɑː r z ɑː,,hindukush,,,^ χ ɑː r z ɑː $,default,
prs_d-Kinship-husband-1,,prs_d,Kinship-husband,jazna,jazna,j a z n a,,hindukush,,,^ j a z n a $,default,
prs_d-Kinship-wife-1,,prs_d,Kinship-wife,za,za,z a,,hindukush,,,^ z a $,default,
prs_d-Kinship-fathersolderbrotherswife-1,,prs_d,Kinship-fathersolderbrotherswife,uːmai kata,uːmai_kata,uː m ai + k a t a,,hindukush,,,^ uː m ai _ k a t a $,default,
prs_d-Kinship-fathersyoungerbrotherswife-1,,prs_d,Kinship-fathersyoungerbrotherswife,apa,apa,a p a,,hindukush,,,^ a p a $,default,
prs_d-Kinship-fatherssistershusband-1,,prs_d,Kinship-fatherssistershusband,ʃuj hama,ʃuj_hama,ʃ u j + h a m a,,hindukush,,,^ ʃ u j _ h a m a $,default,
prs_d-Kinship-mothersbrotherswife-1,,prs_d,Kinship-mothersbrotherswife,zani taʁɑːji,zani_taʁɑːji,z a n i + t a ʁ ɑː j i,,hindukush,,,^ z a n i _ t a ʁ ɑː j i $,default,
prs_d-Kinship-motherssistershusband-1,,prs_d,Kinship-motherssistershusband,ʃuj χɑːla,ʃuj_χɑːla,ʃ u j + χ ɑː l a,,hindukush,,,^ ʃ u j _ χ ɑː l a $,default,
prs_d-Kinship-sonswife-1,,prs_d,Kinship-sonswife,sənɑːr,sənɑːr,s ə n ɑː r,,hindukush,,,^ s ə n ɑː r $,default,
prs_d-Kinship-daughtershusband-1,,prs_d,Kinship-daughtershusband,dəmɑːd,dəmɑːd,d ə m ɑː d,,hindukush,,,^ d ə m ɑː d $,default,
prs_d-Kinship-brotherswifemaleego-1,,prs_d,Kinship-brotherswifemaleego,janga,janga,j a n g a,,hindukush,,,^ j a n g a $,default,
prs_d-Kinship-brotherswifefemaleego-1,,prs_d,Kinship-brotherswifefemaleego,janga,janga,j a n g a,,hindukush,,,^ j a n g a $,default,
prs_d-Kinship-sistershusbandmaleego-1,,prs_d,Kinship-sistershusbandmaleego,ʃuj χɑːr,ʃuj_χɑːr,ʃ u j + χ ɑː r,,hindukush,,,^ ʃ u j _ χ ɑː r $,default,
prs_d-Kinship-sistershusbandfemaleego-1,,prs_d,Kinship-sistershusbandfemaleego,bɑːdʒa,bɑːdʒa,b ɑː dʒ a,,hindukush,,,^ b ɑː dʒ a $,default,
prs_d-Kinship-wifesfather-1,,prs_d,Kinship-wifesfather,χəsəːr,χəsəːr,χ ə s əː r,,hindukush,,,^ χ ə s əː r $,default,
prs_d-Kinship-wifesmother-1,,prs_d,Kinship-wifesmother,χəʃ dumɑː,χəʃ_dumɑː,χ ə ʃ + d u m ɑː,,hindukush,,,^ χ ə ʃ _ d u m ɑː $,default,
prs_d-Kinship-husbandsfather-1,,prs_d,Kinship-husbandsfather,taʁɑːji,taʁɑːji,t a ʁ ɑː j i,,hindukush,,,^ t a ʁ ɑː j i $,default,
prs_d-Kinship-husbandsmother-1,,prs_d,Kinship-husbandsmother,χɑːla,χɑːla,χ ɑː l a,,hindukush,,,^ χ ɑː l a $,default,
prs_d-Kinship-husbandsbrother-1,,prs_d,Kinship-husbandsbrother,iːwaːr,iːwaːr,iː w aː r,,hindukush,,,^ iː w aː r $,default,
prs_d-Kinship-husbandssister-1,,prs_d,Kinship-husbandssister,jana,jana,j a n a,,hindukush,,,^ j a n a $,default,
prs_d-Kinship-wifesbrother-1,,prs_d,Kinship-wifesbrother,χəsəri majdaːk,χəsəri_majdaːk,χ ə s ə r i + m a j d aː k,,hindukush,,,^ χ ə s ə r i _ m a j d aː k $,default,
prs_d-Kinship-wifessister-1,,prs_d,Kinship-wifessister,qajsangəːl,qajsangəːl,q a j s a n g əː l,,hindukush,,,^ q a js a n g əː l $,default,
prs_d-Kinship-cowife-1,,prs_d,Kinship-cowife,bɑːχtʃu,bɑːχtʃu,b ɑː χ tʃ u,,hindukush,,,^ b ɑː χ tʃ u $,default,
prs_d-Kinship-forefather-1,,prs_d,Kinship-forefather,bɑːbiː kaluː,bɑːbiː_kaluː,b ɑː b iː + k a l uː,,hindukush,,,^ b ɑː b iː _ k a l uː $,default,
prs_d-Kinship-foremother-1,,prs_d,Kinship-foremother,batʃaj uːmaː,batʃaj_uːmaː,b a tʃ a j + uː m aː,,hindukush,,,^ b a tʃ a j _ uː m aː $,default,
prs_d-Kinship-fathersbrothersson-1,,prs_d,Kinship-fathersbrothersson,batʃaj hamaːk,batʃaj_hamaːk,b a tʃ a j + h a m aː k,,hindukush,,,^ b a tʃ a j _ h a m aː k $,default,
prs_d-Kinship-fathersbrothersdaughter-1,,prs_d,Kinship-fathersbrothersdaughter,daχtari hamaːk,daχtari_hamaːk,d a χ t a r i + h a m aː k,,hindukush,,,^ d a χ t a r i _ h a m aː k $,default,
prs_d-Kinship-fatherssistersson-1,,prs_d,Kinship-fatherssistersson,batʃaj hamaː,batʃaj_hamaː,b a tʃ a j + h a m aː,,hindukush,,,^ b a tʃ a j _ h a m aː $,default,
prs_d-Kinship-fatherssistersdaughter-1,,prs_d,Kinship-fatherssistersdaughter,daχtari hamaː,daχtari_hamaː,d a χ t a r i + h a m aː,,hindukush,,,^ d a χ t a r i _ h a m aː $,default,
prs_d-Kinship-mothersbrothersson-1,,prs_d,Kinship-mothersbrothersson,batʃaj taʁɑːji,batʃaj_taʁɑːji,b a tʃ a j + t a ʁ ɑː j i,,hindukush,,,^ b a tʃ a j _ t a ʁ ɑː j i $,default,
prs_d-Kinship-mothersbrothersdaughter-1,,prs_d,Kinship-mothersbrothersdaughter,"daχtari taʁɑːji, daχtari taʁa",daχtari_taʁɑːji,d a χ t a r i + t a ʁ ɑː j i,,hindukush,,,^ d a χ t a r i _ t a ʁ ɑː j i $,default,
prs_d-Kinship-mothersbrothersdaughter-2,,prs_d,Kinship-mothersbrothersdaughter,"daχtari taʁɑːji, daχtari taʁa",daχtari_taʁa,d a χ t a r i + t a ʁ a,,hindukush,,,^ d a χ t a r i _ t a ʁ a $,default,
prs_d-Kinship-motherssistersson-1,,prs_d,Kinship-motherssistersson,batʃaj χɑːla,batʃaj_χɑːla,b a tʃ a j + χ ɑː l a,,hindukush,,,^ b a tʃ a j _ χ ɑː l a $,default,
prs_d-Kinship-motherssistersdaughter-1,,prs_d,Kinship-motherssistersdaughter,daχtari χɑːla,daχtari_χɑːla,d a χ t a r i + χ ɑː l a,,hindukush,,,^ d a χ t a r i _ χ ɑː l a $,default,
prs_d-Kinship-relative-1,,prs_d,Kinship-relative,χeːʃe qaum,χeːʃe_qaum,χ eː ʃ e + q au m,,hindukush,,,^ χ eː ʃ e _ q au m $,default,
prs_d-Kinship-wifesrelatives-1,,prs_d,Kinship-wifesrelatives,χəsərɑː,χəsərɑː,χ ə s ə r ɑː,,hindukush,,,^ χ ə s ə r ɑː $,default,
prs_d-Kinship-headofhousehold-1,,prs_d,Kinship-headofhousehold,katai χuːna,katai_χuːna,k a t ai + χ uː n a,,hindukush,,,^ k a t ai _ χ uː n a $,default,
gwt_a-Kinship-father-1,,gwt_a,Kinship-father,baːp,baːp,b aː p,,hindukush,,,^ b aː p $,default,
gwt_a-Kinship-mother-1,,gwt_a,Kinship-mother,dʑaːj,dʑaːj,dʑ aː j,,hindukush,,,^ dʑ aː j $,default,
gwt_a-Kinship-parent-1,,gwt_a,Kinship-parent,dʑaːj aw baːp,dʑaːj_aw_baːp,dʑ aː j + a w + b aː p,,hindukush,,,^ dʑ aː j _ a w _ b aː p $,default,
gwt_a-Kinship-son-1,,gwt_a,Kinship-son,puʂ,puʂ,p u ʂ,,hindukush,,,^ p u ʂ $,default,
gwt_a-Kinship-daughter-1,,gwt_a,Kinship-daughter,zu,zu,z u,,hindukush,,,^ z u $,default,
gwt_a-Kinship-brother-1,,gwt_a,Kinship-brother,bljæːja,bljæːja,b l j æː j a,,hindukush,,,^ b l j æː j a $,default,
gwt_a-Kinship-sister-1,,gwt_a,Kinship-sister,sasi,sasi,s a s i,,hindukush,,,^ s a s i $,default,
gwt_a-Kinship-olderbrother-1,,gwt_a,Kinship-olderbrother,ɖal bljæːja,ɖal_bljæːja,ɖ a l + b l j æː j a,,hindukush,,,^ ɖ a l _ b l j æː j a $,default,
gwt_a-Kinship-youngerbrother-1,,gwt_a,Kinship-youngerbrother,poːla bljæːja,poːla_bljæːja,p oː l a + b l j æː j a,,hindukush,,,^ p oː l a _ b l j æː j a $,default,
gwt_a-Kinship-oldersister-1,,gwt_a,Kinship-oldersister,ɖal sasi,ɖal_sasi,ɖ a l + s a s i,,hindukush,,,^ ɖ a l _ s a s i $,default,
gwt_a-Kinship-youngersister-1,,gwt_a,Kinship-youngersister,poːla sasi,poːla_sasi,p oː l a + s a s i,,hindukush,,,^ p oː l a _ s a s i $,default,
gwt_a-Kinship-fathersfather-1,,gwt_a,Kinship-fathersfather,buɖa,buɖa,b u ɖ a,,hindukush,,,^ b u ɖ a $,default,
gwt_a-Kinship-fathersmother-1,,gwt_a,Kinship-fathersmother,buɖi,buɖi,b u ɖ i,,hindukush,,,^ b u ɖ i $,default,
gwt_a-Kinship-mothersfather-1,,gwt_a,Kinship-mothersfather,baːp buɖa,baːp_buɖa,b aː p + b u ɖ a,,hindukush,,,^ b aː p _ b u ɖ a $,default,
gwt_a-Kinship-mothersmother-1,,gwt_a,Kinship-mothersmother,dʑaːjani dʑaːj,dʑaːjani_dʑaːj,dʑ aː j a n i + dʑ aː j,,hindukush,,,^ dʑ aː j a n i _ dʑ aː j $,default,
